"","lon","lat","year","monthly_mean","lon_min","lon_max","lat_min","lat_max","coord"
"1",-116.394,46.859,1979,3.45068493150685,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"2",-116.394,46.859,1980,3.54863387978142,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"3",-116.394,46.859,1981,3.61479452054795,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"4",-116.394,46.859,1982,3.73506849315068,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"5",-116.394,46.859,1983,3.60904109589041,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"6",-116.394,46.859,1984,3.80655737704918,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"7",-116.394,46.859,1985,3.42986301369863,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"8",-116.394,46.859,1986,3.5013698630137,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"9",-116.394,46.859,1987,3.42219178082192,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"10",-116.394,46.859,1988,3.70655737704918,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"11",-116.394,46.859,1989,3.52602739726027,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"12",-116.394,46.859,1990,3.86465753424658,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"13",-116.394,46.859,1991,3.53123287671233,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"14",-116.394,46.859,1992,3.46666666666667,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"15",-116.394,46.859,1993,3.34876712328767,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"16",-116.394,46.859,1994,3.65123287671233,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"17",-116.394,46.859,1995,3.64794520547945,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"18",-116.394,46.859,1996,3.75382513661202,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"19",-116.394,46.859,1997,3.71232876712329,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"20",-116.394,46.859,1998,3.56,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"21",-116.394,46.859,1999,4.01123287671233,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"22",-116.394,46.859,2000,3.5551912568306,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"23",-116.394,46.859,2001,3.70438356164384,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"24",-116.394,46.859,2002,3.78602739726027,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"25",-116.394,46.859,2003,3.90109589041096,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"26",-116.394,46.859,2004,3.66475409836066,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"27",-116.394,46.859,2005,3.69452054794521,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"28",-116.394,46.859,2006,4.09698630136986,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"29",-116.394,46.859,2007,3.91287671232877,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"30",-116.394,46.859,2008,4.0827868852459,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"31",-116.394,46.859,2009,3.90191780821918,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"32",-116.394,46.859,2010,3.93287671232877,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"33",-116.394,46.859,2011,4.17150684931507,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"34",-116.394,46.859,2012,4.14234972677596,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"35",-116.394,46.859,2013,3.69260273972603,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"36",-116.394,46.859,2014,4.00931506849315,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"37",-116.394,46.859,2015,3.64082191780822,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"38",-116.394,46.859,2016,3.77540983606557,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"39",-116.394,46.859,2017,3.78301369863014,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"40",-116.394,46.859,2018,3.81342465753425,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"41",-116.394,46.859,2019,3.54602739726027,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"42",-116.394,46.859,2020,4.08360655737705,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"43",-116.394,46.859,2021,4.03643835616438,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"44",-116.394,46.859,2022,3.72931506849315,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"45",-116.394,46.859,2023,3.53479452054795,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"46",-116.394,46.859,2024,3.78715846994536,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"47",-116.394,46.859,2025,3.47233201581028,-116.420274241274,-116.367725758726,46.8410337765002,46.8769662234998,"Bovill"
"48",-116.556,46.799,1979,3.27123287671233,-116.582244928122,-116.529755071878,46.7810337765002,46.8169662234998,"Deary"
"49",-116.556,46.799,1980,3.33879781420765,-116.582244928122,-116.529755071878,46.7810337765002,46.8169662234998,"Deary"
"50",-116.556,46.799,1981,3.40383561643836,-116.582244928122,-116.529755071878,46.7810337765002,46.8169662234998,"Deary"
"51",-116.556,46.799,1982,3.48493150684931,-116.582244928122,-116.529755071878,46.7810337765002,46.8169662234998,"Deary"
"52",-116.556,46.799,1983,3.40465753424658,-116.582244928122,-116.529755071878,46.7810337765002,46.8169662234998,"Deary"
"53",-116.556,46.799,1984,3.56584699453552,-116.582244928122,-116.529755071878,46.7810337765002,46.8169662234998,"Deary"
"54",-116.556,46.799,1985,3.21342465753425,-116.582244928122,-116.529755071878,46.7810337765002,46.8169662234998,"Deary"
"55",-116.556,46.799,1986,3.30712328767123,-116.582244928122,-116.529755071878,46.7810337765002,46.8169662234998,"Deary"
"56",-116.556,46.799,1987,3.2827397260274,-116.582244928122,-116.529755071878,46.7810337765002,46.8169662234998,"Deary"
"57",-116.556,46.799,1988,3.50327868852459,-116.582244928122,-116.529755071878,46.7810337765002,46.8169662234998,"Deary"
"58",-116.556,46.799,1989,3.27369863013699,-116.582244928122,-116.529755071878,46.7810337765002,46.8169662234998,"Deary"
"59",-116.556,46.799,1990,3.59643835616438,-116.582244928122,-116.529755071878,46.7810337765002,46.8169662234998,"Deary"
"60",-116.556,46.799,1991,3.31945205479452,-116.582244928122,-116.529755071878,46.7810337765002,46.8169662234998,"Deary"
"61",-116.556,46.799,1992,3.30819672131148,-116.582244928122,-116.529755071878,46.7810337765002,46.8169662234998,"Deary"
"62",-116.556,46.799,1993,3.18575342465753,-116.582244928122,-116.529755071878,46.7810337765002,46.8169662234998,"Deary"
"63",-116.556,46.799,1994,3.45178082191781,-116.582244928122,-116.529755071878,46.7810337765002,46.8169662234998,"Deary"
"64",-116.556,46.799,1995,3.42246575342466,-116.582244928122,-116.529755071878,46.7810337765002,46.8169662234998,"Deary"
"65",-116.556,46.799,1996,3.49453551912568,-116.582244928122,-116.529755071878,46.7810337765002,46.8169662234998,"Deary"
