"date","pdsi","coord","day","month","year"
2011-12-16,1.39,"Kendrick",16,12,2011
2011-12-21,1.14,"Kendrick",21,12,2011
2011-12-26,0.870000000000001,"Kendrick",26,12,2011
2011-12-31,0.710000000000001,"Kendrick",31,12,2011
2012-01-05,0.540000000000001,"Kendrick",5,1,2012
2012-01-10,-2.28,"Kendrick",10,1,2012
2012-01-15,-2.43,"Kendrick",15,1,2012
2012-01-20,-2.46,"Kendrick",20,1,2012
2012-01-25,-2.46,"Kendrick",25,1,2012
2012-01-30,-2.56,"Kendrick",30,1,2012
2012-02-04,-2.56,"Kendrick",4,2,2012
2012-02-09,-2.56,"Kendrick",9,2,2012
2012-02-14,-2.55,"Kendrick",14,2,2012
2012-02-19,-2.63,"Kendrick",19,2,2012
2012-02-24,-2.67,"Kendrick",24,2,2012
2012-02-29,-2.68,"Kendrick",29,2,2012
2012-03-05,-2.63,"Kendrick",5,3,2012
2012-03-10,-2.59,"Kendrick",10,3,2012
2012-03-15,-2.52,"Kendrick",15,3,2012
2012-03-20,-2.37,"Kendrick",20,3,2012
2012-03-25,-2.18,"Kendrick",25,3,2012
2012-03-30,-1.97,"Kendrick",30,3,2012
2012-04-04,-1.68,"Kendrick",4,4,2012
2012-04-09,-1.38,"Kendrick",9,4,2012
2012-04-14,-1.11,"Kendrick",14,4,2012
2012-04-19,-0.859999999999999,"Kendrick",19,4,2012
2012-04-24,-0.69,"Kendrick",24,4,2012
2012-04-29,-0.629999999999999,"Kendrick",29,4,2012
2012-05-04,-0.539999999999999,"Kendrick",4,5,2012
2012-05-09,1.67,"Kendrick",9,5,2012
2012-05-14,1.71,"Kendrick",14,5,2012
2012-05-19,1.68,"Kendrick",19,5,2012
2012-05-24,1.69,"Kendrick",24,5,2012
2012-05-29,1.67,"Kendrick",29,5,2012
2012-06-03,1.66,"Kendrick",3,6,2012
2012-06-08,1.73,"Kendrick",8,6,2012
2012-06-13,1.84,"Kendrick",13,6,2012
2012-06-18,1.94,"Kendrick",18,6,2012
2012-06-23,2.02,"Kendrick",23,6,2012
2012-06-28,2.11,"Kendrick",28,6,2012
2012-07-03,2.2,"Kendrick",3,7,2012
2012-07-08,2.27,"Kendrick",8,7,2012
2012-07-13,2.34,"Kendrick",13,7,2012
2012-07-18,2.44,"Kendrick",18,7,2012
2012-07-23,2.56,"Kendrick",23,7,2012
2012-07-28,2.59,"Kendrick",28,7,2012
2012-08-02,2.63,"Kendrick",2,8,2012
2012-08-07,2.66,"Kendrick",7,8,2012
2012-08-12,2.67,"Kendrick",12,8,2012
2012-08-17,2.64,"Kendrick",17,8,2012
2012-08-22,2.57,"Kendrick",22,8,2012
2012-08-27,2.45,"Kendrick",27,8,2012
2012-09-01,2.32,"Kendrick",1,9,2012
2012-09-06,2.18,"Kendrick",6,9,2012
2012-09-11,2.04,"Kendrick",11,9,2012
2012-09-16,1.89,"Kendrick",16,9,2012
2012-09-21,1.74,"Kendrick",21,9,2012
2012-09-26,1.58,"Kendrick",26,9,2012
2012-10-01,1.41,"Kendrick",1,10,2012
2012-10-06,1.24,"Kendrick",6,10,2012
2012-10-11,1.06,"Kendrick",11,10,2012
2012-10-16,1.03,"Kendrick",16,10,2012
2012-10-21,1.02,"Kendrick",21,10,2012
2012-10-26,1.04,"Kendrick",26,10,2012
2012-10-31,1.17,"Kendrick",31,10,2012
2012-11-05,1.31,"Kendrick",5,11,2012
2012-11-10,1.5,"Kendrick",10,11,2012
2012-11-15,1.6,"Kendrick",15,11,2012
2012-11-20,1.7,"Kendrick",20,11,2012
2012-11-25,1.8,"Kendrick",25,11,2012
2012-11-30,1.81,"Kendrick",30,11,2012
2012-12-05,1.89,"Kendrick",5,12,2012
2012-12-10,1.99,"Kendrick",10,12,2012
2012-12-15,2.02,"Kendrick",15,12,2012
2012-12-20,2.03,"Kendrick",20,12,2012
2012-12-25,2.04,"Kendrick",25,12,2012
2012-12-30,2.03,"Kendrick",30,12,2012
2013-01-05,1.94,"Kendrick",5,1,2013
2013-01-10,1.89,"Kendrick",10,1,2013
2013-01-15,1.89,"Kendrick",15,1,2013
2013-01-20,1.82,"Kendrick",20,1,2013
2013-01-25,1.73,"Kendrick",25,1,2013
2013-01-30,1.73,"Kendrick",30,1,2013
2013-02-04,1.68,"Kendrick",4,2,2013
2013-02-09,1.66,"Kendrick",9,2,2013
2013-02-14,1.64,"Kendrick",14,2,2013
2013-02-19,1.57,"Kendrick",19,2,2013
2013-02-24,1.52,"Kendrick",24,2,2013
2013-03-01,1.47,"Kendrick",1,3,2013
2013-03-06,1.39,"Kendrick",6,3,2013
2013-03-11,1.32,"Kendrick",11,3,2013
2013-03-16,1.25,"Kendrick",16,3,2013
2013-03-21,1.22,"Kendrick",21,3,2013
2013-03-26,1.13,"Kendrick",26,3,2013
2013-03-31,1.01,"Kendrick",31,3,2013
2013-04-05,0.870000000000001,"Kendrick",5,4,2013
2013-04-10,0.790000000000001,"Kendrick",10,4,2013
2013-04-15,0.780000000000001,"Kendrick",15,4,2013
2013-04-20,0.790000000000001,"Kendrick",20,4,2013
2013-04-25,0.800000000000001,"Kendrick",25,4,2013
2013-04-30,0.82,"Kendrick",30,4,2013
2013-05-05,0.81,"Kendrick",5,5,2013
2013-05-10,0.76,"Kendrick",10,5,2013
2013-05-15,0.68,"Kendrick",15,5,2013
2013-05-20,-0.16,"Kendrick",20,5,2013
2013-05-25,-0.85,"Kendrick",25,5,2013
2013-05-30,-0.94,"Kendrick",30,5,2013
2013-06-04,-1.05,"Kendrick",4,6,2013
2013-06-09,-1.15,"Kendrick",9,6,2013
2013-06-14,-1.26,"Kendrick",14,6,2013
2013-06-19,-1.33,"Kendrick",19,6,2013
2013-06-24,-1.33,"Kendrick",24,6,2013
2013-06-29,-1.3,"Kendrick",29,6,2013
2013-07-04,-1.28,"Kendrick",4,7,2013
2013-07-09,-1.23,"Kendrick",9,7,2013
2013-07-14,-1.18,"Kendrick",14,7,2013
2013-07-19,-1.19,"Kendrick",19,7,2013
2013-07-24,-1.26,"Kendrick",24,7,2013
2013-07-29,-1.35,"Kendrick",29,7,2013
2013-08-03,-1.38,"Kendrick",3,8,2013
2013-08-08,-1.4,"Kendrick",8,8,2013
2013-08-13,-1.4,"Kendrick",13,8,2013
2013-08-18,-1.4,"Kendrick",18,8,2013
2013-08-23,-1.41,"Kendrick",23,8,2013
2013-08-28,-1.39,"Kendrick",28,8,2013
2013-09-02,-1.42,"Kendrick",2,9,2013
2013-09-07,-1.39,"Kendrick",7,9,2013
2013-09-12,-1.35,"Kendrick",12,9,2013
2013-09-17,-1.32,"Kendrick",17,9,2013
2013-09-22,-1.26,"Kendrick",22,9,2013
2013-09-27,-1.11,"Kendrick",27,9,2013
2013-10-02,-0.879999999999999,"Kendrick",2,10,2013
2013-10-07,-0.709999999999999,"Kendrick",7,10,2013
2013-10-12,-0.549999999999999,"Kendrick",12,10,2013
2013-10-17,0.140000000000001,"Kendrick",17,10,2013
2013-10-22,0.890000000000001,"Kendrick",22,10,2013
2013-10-27,0.84,"Kendrick",27,10,2013
2013-11-01,0.68,"Kendrick",1,11,2013
2013-11-06,0.56,"Kendrick",6,11,2013
2013-11-11,-0.0999999999999996,"Kendrick",11,11,2013
2013-11-16,-0.0399999999999991,"Kendrick",16,11,2013
2013-11-21,-0.0299999999999994,"Kendrick",21,11,2013
2013-11-26,-0.0499999999999989,"Kendrick",26,11,2013
2013-12-01,0.0199999999999996,"Kendrick",1,12,2013
2013-12-06,0,"Kendrick",6,12,2013
2013-12-11,-0.0499999999999989,"Kendrick",11,12,2013
2013-12-16,-0.58,"Kendrick",16,12,2013
2013-12-21,-0.619999999999999,"Kendrick",21,12,2013
2013-12-26,-0.640000000000001,"Kendrick",26,12,2013
2013-12-31,-0.709999999999999,"Kendrick",31,12,2013
2014-01-05,-0.81,"Kendrick",5,1,2014
2014-01-10,-0.879999999999999,"Kendrick",10,1,2014
2014-01-15,-0.98,"Kendrick",15,1,2014
2014-01-20,-1.15,"Kendrick",20,1,2014
2014-01-25,-1.31,"Kendrick",25,1,2014
2014-01-30,-1.37,"Kendrick",30,1,2014
2014-02-04,-1.42,"Kendrick",4,2,2014
2014-02-09,-1.45,"Kendrick",9,2,2014
2014-02-14,-1.49,"Kendrick",14,2,2014
2014-02-19,-1.52,"Kendrick",19,2,2014
2014-02-24,-1.47,"Kendrick",24,2,2014
2014-03-01,-1.41,"Kendrick",1,3,2014
2014-03-06,-1.28,"Kendrick",6,3,2014
2014-03-11,-1.13,"Kendrick",11,3,2014
2014-03-16,-0.99,"Kendrick",16,3,2014
2014-03-21,-0.879999999999999,"Kendrick",21,3,2014
2014-03-26,-0.82,"Kendrick",26,3,2014
2014-03-31,-0.719999999999999,"Kendrick",31,3,2014
2014-04-05,-0.66,"Kendrick",5,4,2014
2014-04-10,-0.69,"Kendrick",10,4,2014
2014-04-15,-0.76,"Kendrick",15,4,2014
2014-04-20,-0.81,"Kendrick",20,4,2014
2014-04-25,-0.74,"Kendrick",25,4,2014
2014-04-30,-0.74,"Kendrick",30,4,2014
2014-05-05,-0.73,"Kendrick",5,5,2014
2014-05-10,-0.66,"Kendrick",10,5,2014
2014-05-15,-0.619999999999999,"Kendrick",15,5,2014
2014-05-20,-0.640000000000001,"Kendrick",20,5,2014
2014-05-25,-0.719999999999999,"Kendrick",25,5,2014
2014-05-30,-0.779999999999999,"Kendrick",30,5,2014
2014-06-04,-0.869999999999999,"Kendrick",4,6,2014
2014-06-09,-1.02,"Kendrick",9,6,2014
2014-06-14,-1.15,"Kendrick",14,6,2014
2014-06-19,-1.23,"Kendrick",19,6,2014
2014-06-24,-1.3,"Kendrick",24,6,2014
2014-06-29,-1.32,"Kendrick",29,6,2014
2014-07-04,-1.35,"Kendrick",4,7,2014
2014-07-09,-1.39,"Kendrick",9,7,2014
2014-07-14,-1.44,"Kendrick",14,7,2014
2014-07-19,-1.53,"Kendrick",19,7,2014
2014-07-24,-1.58,"Kendrick",24,7,2014
2014-07-29,-1.64,"Kendrick",29,7,2014
2014-08-03,-1.69,"Kendrick",3,8,2014
2014-08-08,-1.74,"Kendrick",8,8,2014
2014-08-13,-1.73,"Kendrick",13,8,2014
2014-08-18,-1.69,"Kendrick",18,8,2014
2014-08-23,-1.65,"Kendrick",23,8,2014
2014-08-28,-1.6,"Kendrick",28,8,2014
2014-09-02,-1.55,"Kendrick",2,9,2014
2014-09-07,-1.5,"Kendrick",7,9,2014
2014-09-12,-1.51,"Kendrick",12,9,2014
2014-09-17,-1.55,"Kendrick",17,9,2014
2014-09-22,-1.62,"Kendrick",22,9,2014
2014-09-27,-1.7,"Kendrick",27,9,2014
2014-10-02,-1.75,"Kendrick",2,10,2014
2014-10-07,-1.8,"Kendrick",7,10,2014
2014-10-12,-1.85,"Kendrick",12,10,2014
2014-10-17,-1.88,"Kendrick",17,10,2014
2014-10-22,-1.91,"Kendrick",22,10,2014
2014-10-27,-1.91,"Kendrick",27,10,2014
2014-11-01,-1.93,"Kendrick",1,11,2014
2014-11-06,-1.94,"Kendrick",6,11,2014
2014-11-11,-1.94,"Kendrick",11,11,2014
2014-11-16,-1.98,"Kendrick",16,11,2014
2014-11-21,-1.99,"Kendrick",21,11,2014
2014-11-26,-1.94,"Kendrick",26,11,2014
2014-12-01,-1.91,"Kendrick",1,12,2014
2014-12-06,-1.84,"Kendrick",6,12,2014
2014-12-11,-1.82,"Kendrick",11,12,2014
2014-12-16,-1.78,"Kendrick",16,12,2014
2014-12-21,-1.63,"Kendrick",21,12,2014
2014-12-26,-1.54,"Kendrick",26,12,2014
2014-12-31,-1.49,"Kendrick",31,12,2014
2015-01-05,-1.39,"Kendrick",5,1,2015
2015-01-10,-1.28,"Kendrick",10,1,2015
2015-01-15,-1.21,"Kendrick",15,1,2015
2015-01-20,-1.18,"Kendrick",20,1,2015
2015-01-25,-1.13,"Kendrick",25,1,2015
2015-01-30,-1.11,"Kendrick",30,1,2015
2015-02-04,-1.15,"Kendrick",4,2,2015
2015-02-09,-1.07,"Kendrick",9,2,2015
2015-02-14,-1.01,"Kendrick",14,2,2015
2015-02-19,-1.05,"Kendrick",19,2,2015
2015-02-24,-1.07,"Kendrick",24,2,2015
2015-03-01,-1.08,"Kendrick",1,3,2015
2015-03-06,-1.17,"Kendrick",6,3,2015
2015-03-11,-1.32,"Kendrick",11,3,2015
2015-03-16,-1.42,"Kendrick",16,3,2015
2015-03-21,-1.5,"Kendrick",21,3,2015
2015-03-26,-1.48,"Kendrick",26,3,2015
2015-03-31,-1.46,"Kendrick",31,3,2015
2015-04-05,-1.41,"Kendrick",5,4,2015
2015-04-10,-1.32,"Kendrick",10,4,2015
2015-04-15,-1.27,"Kendrick",15,4,2015
2015-04-20,-1.29,"Kendrick",20,4,2015
2015-04-25,-1.36,"Kendrick",25,4,2015
2015-04-30,-1.47,"Kendrick",30,4,2015
2015-05-05,-1.63,"Kendrick",5,5,2015
2015-05-10,-1.77,"Kendrick",10,5,2015
2015-05-15,-1.84,"Kendrick",15,5,2015
2015-05-20,-1.92,"Kendrick",20,5,2015
2015-05-25,-1.94,"Kendrick",25,5,2015
2015-05-30,-1.98,"Kendrick",30,5,2015
2015-06-04,-1.96,"Kendrick",4,6,2015
2015-06-09,-1.96,"Kendrick",9,6,2015
2015-06-14,-2.05,"Kendrick",14,6,2015
2015-06-19,-2.19,"Kendrick",19,6,2015
2015-06-24,-2.31,"Kendrick",24,6,2015
2015-06-29,-2.44,"Kendrick",29,6,2015
2015-07-04,-2.66,"Kendrick",4,7,2015
2015-07-09,-2.86,"Kendrick",9,7,2015
2015-07-14,-3.03,"Kendrick",14,7,2015
2015-07-19,-3.18,"Kendrick",19,7,2015
2015-07-24,-3.3,"Kendrick",24,7,2015
2015-07-29,-3.39,"Kendrick",29,7,2015
2015-08-03,-3.47,"Kendrick",3,8,2015
2015-08-08,-3.52,"Kendrick",8,8,2015
2015-08-13,-3.59,"Kendrick",13,8,2015
2015-08-18,-3.63,"Kendrick",18,8,2015
2015-08-23,-3.66,"Kendrick",23,8,2015
2015-08-28,-3.7,"Kendrick",28,8,2015
2015-09-02,-3.72,"Kendrick",2,9,2015
2015-09-07,-3.64,"Kendrick",7,9,2015
2015-09-12,-3.56,"Kendrick",12,9,2015
2015-09-17,-3.48,"Kendrick",17,9,2015
2015-09-22,-3.4,"Kendrick",22,9,2015
2015-09-27,-3.33,"Kendrick",27,9,2015
2015-10-02,-3.28,"Kendrick",2,10,2015
2015-10-07,-3.32,"Kendrick",7,10,2015
2015-10-12,-3.38,"Kendrick",12,10,2015
2015-10-17,-3.48,"Kendrick",17,10,2015
2015-10-22,-3.58,"Kendrick",22,10,2015
2015-10-27,-3.67,"Kendrick",27,10,2015
2015-11-01,-3.64,"Kendrick",1,11,2015
2015-11-06,-3.61,"Kendrick",6,11,2015
2015-11-11,-3.51,"Kendrick",11,11,2015
2015-11-16,-3.39,"Kendrick",16,11,2015
2015-11-21,-3.26,"Kendrick",21,11,2015
2015-11-26,-3.18,"Kendrick",26,11,2015
2015-12-01,-3.24,"Kendrick",1,12,2015
2015-12-06,-3.28,"Kendrick",6,12,2015
2015-12-11,-3.22,"Kendrick",11,12,2015
2015-12-16,-3.1,"Kendrick",16,12,2015
2015-12-21,-2.9,"Kendrick",21,12,2015
2015-12-26,-2.67,"Kendrick",26,12,2015
2015-12-31,-2.53,"Kendrick",31,12,2015
2016-01-05,-2.44,"Kendrick",5,1,2016
2016-01-10,-2.5,"Kendrick",10,1,2016
2016-01-15,-2.51,"Kendrick",15,1,2016
2016-01-20,-2.5,"Kendrick",20,1,2016
2016-01-25,-2.46,"Kendrick",25,1,2016
2016-01-30,-2.36,"Kendrick",30,1,2016
2016-02-04,-2.32,"Kendrick",4,2,2016
2016-02-09,-2.3,"Kendrick",9,2,2016
2016-02-14,-2.28,"Kendrick",14,2,2016
2016-02-19,-2.29,"Kendrick",19,2,2016
2016-02-24,-2.27,"Kendrick",24,2,2016
2016-02-29,-2.26,"Kendrick",29,2,2016
2016-03-05,-2.29,"Kendrick",5,3,2016
2016-03-10,-2.32,"Kendrick",10,3,2016
2016-03-15,-2.27,"Kendrick",15,3,2016
2016-03-20,-2.22,"Kendrick",20,3,2016
2016-03-25,-2.01,"Kendrick",25,3,2016
2016-03-30,-1.82,"Kendrick",30,3,2016
2016-04-04,-1.67,"Kendrick",4,4,2016
2016-04-09,-1.59,"Kendrick",9,4,2016
2016-04-14,-1.5,"Kendrick",14,4,2016
2016-04-19,-1.43,"Kendrick",19,4,2016
2016-04-24,-1.51,"Kendrick",24,4,2016
2016-04-29,-1.55,"Kendrick",29,4,2016
2016-05-04,-1.57,"Kendrick",4,5,2016
2016-05-09,-1.62,"Kendrick",9,5,2016
2016-05-14,-1.67,"Kendrick",14,5,2016
2016-05-19,-1.64,"Kendrick",19,5,2016
2016-05-24,-1.62,"Kendrick",24,5,2016
2016-05-29,-1.65,"Kendrick",29,5,2016
2016-06-03,-1.68,"Kendrick",3,6,2016
2016-06-08,-1.77,"Kendrick",8,6,2016
2016-06-13,-1.83,"Kendrick",13,6,2016
2016-06-18,-1.87,"Kendrick",18,6,2016
2016-06-23,-1.95,"Kendrick",23,6,2016
2016-06-28,-2.01,"Kendrick",28,6,2016
2016-07-03,-2.06,"Kendrick",3,7,2016
2016-07-08,-2.06,"Kendrick",8,7,2016
2016-07-13,-2,"Kendrick",13,7,2016
2016-07-18,-1.96,"Kendrick",18,7,2016
2016-07-23,-1.94,"Kendrick",23,7,2016
2016-07-28,-1.9,"Kendrick",28,7,2016
2016-08-02,-1.85,"Kendrick",2,8,2016
2016-08-07,-1.83,"Kendrick",7,8,2016
2016-08-12,-1.82,"Kendrick",12,8,2016
2016-08-17,-1.81,"Kendrick",17,8,2016
2016-08-22,-1.83,"Kendrick",22,8,2016
2016-08-27,-1.84,"Kendrick",27,8,2016
2016-09-01,-1.86,"Kendrick",1,9,2016
2016-09-06,-1.85,"Kendrick",6,9,2016
2016-09-11,-1.88,"Kendrick",11,9,2016
2016-09-16,-1.91,"Kendrick",16,9,2016
2016-09-21,-1.92,"Kendrick",21,9,2016
2016-09-26,-1.93,"Kendrick",26,9,2016
2016-10-01,-1.95,"Kendrick",1,10,2016
2016-10-06,-1.98,"Kendrick",6,10,2016
2016-10-11,-1.89,"Kendrick",11,10,2016
2016-10-16,-1.69,"Kendrick",16,10,2016
2016-10-21,-1.43,"Kendrick",21,10,2016
2016-10-26,-1.15,"Kendrick",26,10,2016
2016-10-31,-0.81,"Kendrick",31,10,2016
2016-11-05,-0.52,"Kendrick",5,11,2016
2016-11-10,1.36,"Kendrick",10,11,2016
2016-11-15,1.39,"Kendrick",15,11,2016
2016-11-20,1.35,"Kendrick",20,11,2016
2016-11-25,1.28,"Kendrick",25,11,2016
2016-11-30,1.18,"Kendrick",30,11,2016
2016-12-05,1.14,"Kendrick",5,12,2016
2016-12-10,1.11,"Kendrick",10,12,2016
2016-12-15,1.06,"Kendrick",15,12,2016
2016-12-20,1.03,"Kendrick",20,12,2016
2016-12-25,1.04,"Kendrick",25,12,2016
2016-12-30,1.07,"Kendrick",30,12,2016
2017-01-05,1.07,"Kendrick",5,1,2017
2017-01-10,1.13,"Kendrick",10,1,2017
2017-01-15,1.14,"Kendrick",15,1,2017
2017-01-20,1.13,"Kendrick",20,1,2017
2017-01-25,1.1,"Kendrick",25,1,2017
2017-01-30,1.07,"Kendrick",30,1,2017
2017-02-04,1.08,"Kendrick",4,2,2017
2017-02-09,1.08,"Kendrick",9,2,2017
2017-02-14,1.04,"Kendrick",14,2,2017
2017-02-19,1.03,"Kendrick",19,2,2017
2017-02-24,1.07,"Kendrick",24,2,2017
2017-03-01,1.17,"Kendrick",1,3,2017
2017-03-06,1.34,"Kendrick",6,3,2017
2017-03-11,1.6,"Kendrick",11,3,2017
2017-03-16,1.94,"Kendrick",16,3,2017
2017-03-21,2.28,"Kendrick",21,3,2017
2017-03-26,2.59,"Kendrick",26,3,2017
2017-03-31,2.87,"Kendrick",31,3,2017
2017-04-05,3.09,"Kendrick",5,4,2017
2017-04-10,3.17,"Kendrick",10,4,2017
2017-04-15,3.16,"Kendrick",15,4,2017
2017-04-20,3.14,"Kendrick",20,4,2017
2017-04-25,3.15,"Kendrick",25,4,2017
2017-04-30,3.15,"Kendrick",30,4,2017
2017-05-05,3.22,"Kendrick",5,5,2017
2017-05-10,3.26,"Kendrick",10,5,2017
2017-05-15,3.35,"Kendrick",15,5,2017
2017-05-20,3.42,"Kendrick",20,5,2017
2017-05-25,3.44,"Kendrick",25,5,2017
2017-05-30,3.4,"Kendrick",30,5,2017
2017-06-04,3.36,"Kendrick",4,6,2017
2017-06-09,3.35,"Kendrick",9,6,2017
2017-06-14,3.31,"Kendrick",14,6,2017
2017-06-19,3.25,"Kendrick",19,6,2017
2017-06-24,3.19,"Kendrick",24,6,2017
2017-06-29,3.12,"Kendrick",29,6,2017
2017-07-04,3.05,"Kendrick",4,7,2017
2017-07-09,2.96,"Kendrick",9,7,2017
2017-07-14,2.86,"Kendrick",14,7,2017
2017-07-19,2.72,"Kendrick",19,7,2017
2017-07-24,2.58,"Kendrick",24,7,2017
2017-07-29,2.45,"Kendrick",29,7,2017
2017-08-03,2.31,"Kendrick",3,8,2017
2017-08-08,2.17,"Kendrick",8,8,2017
2017-08-13,2.02,"Kendrick",13,8,2017
2017-08-18,1.89,"Kendrick",18,8,2017
2017-08-23,1.76,"Kendrick",23,8,2017
2017-08-28,1.64,"Kendrick",28,8,2017
2017-09-02,1.52,"Kendrick",2,9,2017
2017-09-07,1.4,"Kendrick",7,9,2017
2017-09-12,1.26,"Kendrick",12,9,2017
2017-09-17,1.13,"Kendrick",17,9,2017
2017-09-22,1.12,"Kendrick",22,9,2017
2017-09-27,1.11,"Kendrick",27,9,2017
2017-10-02,1.11,"Kendrick",2,10,2017
2017-10-07,1.11,"Kendrick",7,10,2017
2017-10-12,1.18,"Kendrick",12,10,2017
2017-10-17,1.28,"Kendrick",17,10,2017
2017-10-22,1.42,"Kendrick",22,10,2017
2017-10-27,1.52,"Kendrick",27,10,2017
2017-11-01,1.58,"Kendrick",1,11,2017
2017-11-06,1.69,"Kendrick",6,11,2017
2017-11-11,1.75,"Kendrick",11,11,2017
2017-11-16,1.78,"Kendrick",16,11,2017
2017-11-21,1.77,"Kendrick",21,11,2017
2017-11-26,1.77,"Kendrick",26,11,2017
2017-12-01,1.79,"Kendrick",1,12,2017
2017-12-06,1.75,"Kendrick",6,12,2017
2017-12-11,1.68,"Kendrick",11,12,2017
2017-12-16,1.62,"Kendrick",16,12,2017
2017-12-21,1.53,"Kendrick",21,12,2017
2017-12-26,1.46,"Kendrick",26,12,2017
2017-12-31,1.6,"Kendrick",31,12,2017
2018-01-05,1.74,"Kendrick",5,1,2018
2018-01-10,1.92,"Kendrick",10,1,2018
2018-01-15,2.15,"Kendrick",15,1,2018
2018-01-20,2.31,"Kendrick",20,1,2018
2018-01-25,2.46,"Kendrick",25,1,2018
2018-01-30,2.44,"Kendrick",30,1,2018
2018-02-04,2.6,"Kendrick",4,2,2018
2018-02-09,2.71,"Kendrick",9,2,2018
2018-02-14,2.76,"Kendrick",14,2,2018
2018-02-19,2.82,"Kendrick",19,2,2018
2018-02-24,2.87,"Kendrick",24,2,2018
2018-03-01,2.89,"Kendrick",1,3,2018
2018-03-06,2.88,"Kendrick",6,3,2018
2018-03-11,2.87,"Kendrick",11,3,2018
2018-03-16,2.84,"Kendrick",16,3,2018
2018-03-21,2.78,"Kendrick",21,3,2018
2018-03-26,2.71,"Kendrick",26,3,2018
2018-03-31,2.61,"Kendrick",31,3,2018
2018-04-05,2.56,"Kendrick",5,4,2018
2018-04-10,2.6,"Kendrick",10,4,2018
2018-04-15,2.73,"Kendrick",15,4,2018
2018-04-20,2.82,"Kendrick",20,4,2018
2018-04-25,2.85,"Kendrick",25,4,2018
2018-04-30,2.89,"Kendrick",30,4,2018
2018-05-05,2.85,"Kendrick",5,5,2018
2018-05-10,2.79,"Kendrick",10,5,2018
2018-05-15,2.66,"Kendrick",15,5,2018
2018-05-20,2.62,"Kendrick",20,5,2018
2018-05-25,2.63,"Kendrick",25,5,2018
2018-05-30,2.61,"Kendrick",30,5,2018
2018-06-04,2.58,"Kendrick",4,6,2018
2018-06-09,2.5,"Kendrick",9,6,2018
2018-06-14,2.38,"Kendrick",14,6,2018
2018-06-19,2.22,"Kendrick",19,6,2018
2018-06-24,2.05,"Kendrick",24,6,2018
2018-06-29,1.88,"Kendrick",29,6,2018
2018-07-04,1.72,"Kendrick",4,7,2018
2018-07-09,1.56,"Kendrick",9,7,2018
2018-07-14,1.38,"Kendrick",14,7,2018
2018-07-19,1.22,"Kendrick",19,7,2018
2018-07-24,1.06,"Kendrick",24,7,2018
2018-07-29,0.92,"Kendrick",29,7,2018
2018-08-03,0.790000000000001,"Kendrick",3,8,2018
2018-08-08,0.66,"Kendrick",8,8,2018
2018-08-13,0.530000000000001,"Kendrick",13,8,2018
2018-08-18,-1.58,"Kendrick",18,8,2018
2018-08-23,-1.66,"Kendrick",23,8,2018
2018-08-28,-1.66,"Kendrick",28,8,2018
2018-09-02,-1.65,"Kendrick",2,9,2018
2018-09-07,-1.64,"Kendrick",7,9,2018
2018-09-12,-1.63,"Kendrick",12,9,2018
2018-09-17,-1.63,"Kendrick",17,9,2018
2018-09-22,-1.63,"Kendrick",22,9,2018
2018-09-27,-1.7,"Kendrick",27,9,2018
2018-10-02,-1.75,"Kendrick",2,10,2018
2018-10-07,-1.79,"Kendrick",7,10,2018
2018-10-12,-1.82,"Kendrick",12,10,2018
2018-10-17,-1.86,"Kendrick",17,10,2018
2018-10-22,-1.91,"Kendrick",22,10,2018
2018-10-27,-1.92,"Kendrick",27,10,2018
2018-11-01,-1.85,"Kendrick",1,11,2018
2018-11-06,-1.75,"Kendrick",6,11,2018
2018-11-11,-1.69,"Kendrick",11,11,2018
2018-11-16,-1.64,"Kendrick",16,11,2018
2018-11-21,-1.6,"Kendrick",21,11,2018
2018-11-26,-1.57,"Kendrick",26,11,2018
2018-12-01,-1.6,"Kendrick",1,12,2018
2018-12-06,-1.69,"Kendrick",6,12,2018
2018-12-11,-1.71,"Kendrick",11,12,2018
2018-12-16,-1.73,"Kendrick",16,12,2018
2018-12-21,-1.66,"Kendrick",21,12,2018
2018-12-26,-1.59,"Kendrick",26,12,2018
2018-12-31,-1.57,"Kendrick",31,12,2018
2019-01-05,-1.57,"Kendrick",5,1,2019
2019-01-10,-1.61,"Kendrick",10,1,2019
2019-01-15,-1.65,"Kendrick",15,1,2019
2019-01-20,-1.69,"Kendrick",20,1,2019
2019-01-25,-1.7,"Kendrick",25,1,2019
2019-01-30,-1.73,"Kendrick",30,1,2019
2019-02-04,-1.67,"Kendrick",4,2,2019
2019-02-09,-1.62,"Kendrick",9,2,2019
2019-02-14,-1.43,"Kendrick",14,2,2019
2019-02-19,-1.27,"Kendrick",19,2,2019
2019-02-24,-1.11,"Kendrick",24,2,2019
2019-03-01,-0.959999999999999,"Kendrick",1,3,2019
2019-03-06,-0.879999999999999,"Kendrick",6,3,2019
2019-03-11,-0.83,"Kendrick",11,3,2019
2019-03-16,-0.84,"Kendrick",16,3,2019
2019-03-21,-0.91,"Kendrick",21,3,2019
2019-03-26,-0.99,"Kendrick",26,3,2019
2019-03-31,-1.06,"Kendrick",31,3,2019
2019-04-05,-1.12,"Kendrick",5,4,2019
2019-04-10,-0.99,"Kendrick",10,4,2019
2019-04-15,-0.83,"Kendrick",15,4,2019
2019-04-20,-0.609999999999999,"Kendrick",20,4,2019
2019-04-25,0.19,"Kendrick",25,4,2019
2019-04-30,1.03,"Kendrick",30,4,2019
2019-05-05,1.15,"Kendrick",5,5,2019
