"date","pdsi","coord","day","month","year"
1999-12-21,-1.14,"Bovill",21,12,1999
1999-12-26,-0.98,"Bovill",26,12,1999
1999-12-31,-0.85,"Bovill",31,12,1999
2000-01-05,-0.69,"Bovill",5,1,2000
2000-01-10,-0.52,"Bovill",10,1,2000
2000-01-15,0.0700000000000003,"Bovill",15,1,2000
2000-01-20,1.04,"Bovill",20,1,2000
2000-01-25,1.09,"Bovill",25,1,2000
2000-01-30,1.13,"Bovill",30,1,2000
2000-02-04,1.16,"Bovill",4,2,2000
2000-02-09,1.16,"Bovill",9,2,2000
2000-02-14,1.2,"Bovill",14,2,2000
2000-02-19,1.2,"Bovill",19,2,2000
2000-02-24,1.21,"Bovill",24,2,2000
2000-02-29,1.26,"Bovill",29,2,2000
2000-03-05,1.25,"Bovill",5,3,2000
2000-03-10,1.23,"Bovill",10,3,2000
2000-03-15,1.16,"Bovill",15,3,2000
2000-03-20,1.17,"Bovill",20,3,2000
2000-03-25,1.17,"Bovill",25,3,2000
2000-03-30,1.14,"Bovill",30,3,2000
2000-04-04,1.11,"Bovill",4,4,2000
2000-04-09,1.1,"Bovill",9,4,2000
2000-04-14,1.12,"Bovill",14,4,2000
2000-04-19,1.09,"Bovill",19,4,2000
2000-04-24,1.05,"Bovill",24,4,2000
2000-04-29,1.01,"Bovill",29,4,2000
2000-05-04,1.03,"Bovill",4,5,2000
2000-05-09,1.06,"Bovill",9,5,2000
2000-05-14,1.1,"Bovill",14,5,2000
2000-05-19,1.1,"Bovill",19,5,2000
2000-05-24,1.08,"Bovill",24,5,2000
2000-05-29,1.05,"Bovill",29,5,2000
2000-06-03,1.04,"Bovill",3,6,2000
2000-06-08,0.99,"Bovill",8,6,2000
2000-06-13,0.99,"Bovill",13,6,2000
2000-06-18,0.99,"Bovill",18,6,2000
2000-06-23,1,"Bovill",23,6,2000
2000-06-28,1,"Bovill",28,6,2000
2000-07-03,0.99,"Bovill",3,7,2000
2000-07-08,0.99,"Bovill",8,7,2000
2000-07-13,0.92,"Bovill",13,7,2000
2000-07-18,0.870000000000001,"Bovill",18,7,2000
2000-07-23,0.81,"Bovill",23,7,2000
2000-07-28,0.75,"Bovill",28,7,2000
2000-08-02,0.69,"Bovill",2,8,2000
2000-08-07,0.630000000000001,"Bovill",7,8,2000
2000-08-12,0.530000000000001,"Bovill",12,8,2000
2000-08-17,-0.0800000000000001,"Bovill",17,8,2000
2000-08-22,-0.5,"Bovill",22,8,2000
2000-08-27,-0.58,"Bovill",27,8,2000
2000-09-01,-0.65,"Bovill",1,9,2000
2000-09-06,-0.66,"Bovill",6,9,2000
2000-09-11,-0.58,"Bovill",11,9,2000
2000-09-16,-0.52,"Bovill",16,9,2000
2000-09-21,0.0800000000000001,"Bovill",21,9,2000
2000-09-26,0.0700000000000003,"Bovill",26,9,2000
2000-10-01,0.15,"Bovill",1,10,2000
2000-10-06,0.0800000000000001,"Bovill",6,10,2000
2000-10-11,0,"Bovill",11,10,2000
2000-10-16,0.00999999999999979,"Bovill",16,10,2000
2000-10-21,0.0300000000000011,"Bovill",21,10,2000
2000-10-26,0.00999999999999979,"Bovill",26,10,2000
2000-10-31,-0.0399999999999991,"Bovill",31,10,2000
2000-11-05,-0.0600000000000005,"Bovill",5,11,2000
2000-11-10,-0.0600000000000005,"Bovill",10,11,2000
2000-11-15,-0.0899999999999999,"Bovill",15,11,2000
2000-11-20,-0.140000000000001,"Bovill",20,11,2000
2000-11-25,-0.529999999999999,"Bovill",25,11,2000
2000-11-30,-0.66,"Bovill",30,11,2000
2000-12-05,-0.799999999999999,"Bovill",5,12,2000
2000-12-10,-0.94,"Bovill",10,12,2000
2000-12-15,-1.05,"Bovill",15,12,2000
2000-12-20,-1.16,"Bovill",20,12,2000
2000-12-25,-1.24,"Bovill",25,12,2000
2000-12-30,-1.36,"Bovill",30,12,2000
2001-01-05,-1.52,"Bovill",5,1,2001
2001-01-10,-1.69,"Bovill",10,1,2001
2001-01-15,-1.85,"Bovill",15,1,2001
2001-01-20,-2.01,"Bovill",20,1,2001
2001-01-25,-2.19,"Bovill",25,1,2001
2001-01-30,-2.36,"Bovill",30,1,2001
2001-02-04,-2.47,"Bovill",4,2,2001
2001-02-09,-2.6,"Bovill",9,2,2001
2001-02-14,-2.71,"Bovill",14,2,2001
2001-02-19,-2.77,"Bovill",19,2,2001
2001-02-24,-2.86,"Bovill",24,2,2001
2001-03-01,-2.89,"Bovill",1,3,2001
2001-03-06,-2.97,"Bovill",6,3,2001
2001-03-11,-3.04,"Bovill",11,3,2001
2001-03-16,-3.1,"Bovill",16,3,2001
2001-03-21,-3.15,"Bovill",21,3,2001
2001-03-26,-3.22,"Bovill",26,3,2001
2001-03-31,-3.23,"Bovill",31,3,2001
2001-04-05,-3.23,"Bovill",5,4,2001
2001-04-10,-3.19,"Bovill",10,4,2001
2001-04-15,-3.13,"Bovill",15,4,2001
2001-04-20,-3.08,"Bovill",20,4,2001
2001-04-25,-3.03,"Bovill",25,4,2001
2001-04-30,-2.91,"Bovill",30,4,2001
2001-05-05,-2.8,"Bovill",5,5,2001
2001-05-10,-2.75,"Bovill",10,5,2001
2001-05-15,-2.63,"Bovill",15,5,2001
2001-05-20,-2.53,"Bovill",20,5,2001
2001-05-25,-2.46,"Bovill",25,5,2001
2001-05-30,-2.5,"Bovill",30,5,2001
2001-06-04,-2.48,"Bovill",4,6,2001
2001-06-09,-2.44,"Bovill",9,6,2001
2001-06-14,-2.44,"Bovill",14,6,2001
2001-06-19,-2.44,"Bovill",19,6,2001
2001-06-24,-2.42,"Bovill",24,6,2001
2001-06-29,-2.37,"Bovill",29,6,2001
2001-07-04,-2.36,"Bovill",4,7,2001
2001-07-09,-2.33,"Bovill",9,7,2001
2001-07-14,-2.32,"Bovill",14,7,2001
2001-07-19,-2.27,"Bovill",19,7,2001
2001-07-24,-2.21,"Bovill",24,7,2001
2001-07-29,-2.19,"Bovill",29,7,2001
2001-08-03,-2.14,"Bovill",3,8,2001
2001-08-08,-2.12,"Bovill",8,8,2001
2001-08-13,-2.1,"Bovill",13,8,2001
2001-08-18,-2.08,"Bovill",18,8,2001
2001-08-23,-2.06,"Bovill",23,8,2001
2001-08-28,-2.08,"Bovill",28,8,2001
2001-09-02,-2.11,"Bovill",2,9,2001
2001-09-07,-2.15,"Bovill",7,9,2001
2001-09-12,-2.21,"Bovill",12,9,2001
2001-09-17,-2.27,"Bovill",17,9,2001
2001-09-22,-2.34,"Bovill",22,9,2001
2001-09-27,-2.42,"Bovill",27,9,2001
2001-10-02,-2.5,"Bovill",2,10,2001
2001-10-07,-2.58,"Bovill",7,10,2001
2001-10-12,-2.58,"Bovill",12,10,2001
2001-10-17,-2.54,"Bovill",17,10,2001
2001-10-22,-2.44,"Bovill",22,10,2001
2001-10-27,-2.33,"Bovill",27,10,2001
2001-11-01,-2.16,"Bovill",1,11,2001
2001-11-06,-2.01,"Bovill",6,11,2001
2001-11-11,-1.96,"Bovill",11,11,2001
2001-11-16,-1.96,"Bovill",16,11,2001
2001-11-21,-1.98,"Bovill",21,11,2001
2001-11-26,-1.92,"Bovill",26,11,2001
2001-12-01,-1.84,"Bovill",1,12,2001
2001-12-06,-1.69,"Bovill",6,12,2001
2001-12-11,-1.58,"Bovill",11,12,2001
2001-12-16,-1.44,"Bovill",16,12,2001
2001-12-21,-1.3,"Bovill",21,12,2001
2001-12-26,-1.17,"Bovill",26,12,2001
2001-12-31,-1.05,"Bovill",31,12,2001
2002-01-05,-1,"Bovill",5,1,2002
2002-01-10,-0.93,"Bovill",10,1,2002
2002-01-15,-0.949999999999999,"Bovill",15,1,2002
2002-01-20,-0.94,"Bovill",20,1,2002
2002-01-25,-0.81,"Bovill",25,1,2002
2002-01-30,-0.629999999999999,"Bovill",30,1,2002
2002-02-04,1.28,"Bovill",4,2,2002
2002-02-09,1.45,"Bovill",9,2,2002
2002-02-14,1.63,"Bovill",14,2,2002
2002-02-19,1.7,"Bovill",19,2,2002
2002-02-24,1.69,"Bovill",24,2,2002
2002-03-01,1.65,"Bovill",1,3,2002
2002-03-06,1.61,"Bovill",6,3,2002
2002-03-11,1.59,"Bovill",11,3,2002
2002-03-16,1.6,"Bovill",16,3,2002
2002-03-21,1.72,"Bovill",21,3,2002
2002-03-26,1.81,"Bovill",26,3,2002
2002-03-31,1.89,"Bovill",31,3,2002
2002-04-05,1.93,"Bovill",5,4,2002
2002-04-10,1.93,"Bovill",10,4,2002
2002-04-15,1.97,"Bovill",15,4,2002
2002-04-20,1.93,"Bovill",20,4,2002
2002-04-25,1.87,"Bovill",25,4,2002
2002-04-30,1.82,"Bovill",30,4,2002
2002-05-05,1.81,"Bovill",5,5,2002
2002-05-10,1.82,"Bovill",10,5,2002
2002-05-15,1.75,"Bovill",15,5,2002
2002-05-20,1.65,"Bovill",20,5,2002
2002-05-25,1.63,"Bovill",25,5,2002
2002-05-30,1.61,"Bovill",30,5,2002
2002-06-04,1.57,"Bovill",4,6,2002
2002-06-09,1.54,"Bovill",9,6,2002
2002-06-14,1.49,"Bovill",14,6,2002
2002-06-19,1.48,"Bovill",19,6,2002
2002-06-24,1.44,"Bovill",24,6,2002
2002-06-29,1.43,"Bovill",29,6,2002
2002-07-04,1.43,"Bovill",4,7,2002
2002-07-09,1.43,"Bovill",9,7,2002
2002-07-14,1.4,"Bovill",14,7,2002
2002-07-19,1.35,"Bovill",19,7,2002
2002-07-24,1.29,"Bovill",24,7,2002
2002-07-29,1.24,"Bovill",29,7,2002
2002-08-03,1.19,"Bovill",3,8,2002
2002-08-08,1.17,"Bovill",8,8,2002
2002-08-13,1.12,"Bovill",13,8,2002
2002-08-18,1.06,"Bovill",18,8,2002
2002-08-23,1.04,"Bovill",23,8,2002
2002-08-28,1.02,"Bovill",28,8,2002
2002-09-02,1.01,"Bovill",2,9,2002
2002-09-07,0.99,"Bovill",7,9,2002
2002-09-12,0.960000000000001,"Bovill",12,9,2002
2002-09-17,0.950000000000001,"Bovill",17,9,2002
2002-09-22,0.890000000000001,"Bovill",22,9,2002
2002-09-27,0.82,"Bovill",27,9,2002
2002-10-02,0.76,"Bovill",2,10,2002
2002-10-07,0.68,"Bovill",7,10,2002
2002-10-12,0.6,"Bovill",12,10,2002
2002-10-17,-0.119999999999999,"Bovill",17,10,2002
2002-10-22,-0.69,"Bovill",22,10,2002
2002-10-27,-0.83,"Bovill",27,10,2002
2002-11-01,-0.949999999999999,"Bovill",1,11,2002
2002-11-06,-1.1,"Bovill",6,11,2002
2002-11-11,-1.2,"Bovill",11,11,2002
2002-11-16,-1.28,"Bovill",16,11,2002
2002-11-21,-1.35,"Bovill",21,11,2002
2002-11-26,-1.43,"Bovill",26,11,2002
2002-12-01,-1.57,"Bovill",1,12,2002
2002-12-06,-1.7,"Bovill",6,12,2002
2002-12-11,-1.87,"Bovill",11,12,2002
2002-12-16,-1.97,"Bovill",16,12,2002
2002-12-21,-2.06,"Bovill",21,12,2002
2002-12-26,-2.16,"Bovill",26,12,2002
2002-12-31,-2.23,"Bovill",31,12,2002
2003-01-05,-2.29,"Bovill",5,1,2003
2003-01-10,-2.36,"Bovill",10,1,2003
2003-01-15,-2.5,"Bovill",15,1,2003
2003-01-20,-2.62,"Bovill",20,1,2003
2003-01-25,-2.66,"Bovill",25,1,2003
2003-01-30,-2.67,"Bovill",30,1,2003
2003-02-04,-2.5,"Bovill",4,2,2003
2003-02-09,-2.3,"Bovill",9,2,2003
2003-02-14,-2.19,"Bovill",14,2,2003
2003-02-19,-1.98,"Bovill",19,2,2003
2003-02-24,-1.77,"Bovill",24,2,2003
2003-03-01,-1.65,"Bovill",1,3,2003
2003-03-06,-1.65,"Bovill",6,3,2003
2003-03-11,-1.54,"Bovill",11,3,2003
2003-03-16,-1.41,"Bovill",16,3,2003
2003-03-21,-1.29,"Bovill",21,3,2003
2003-03-26,-1.11,"Bovill",26,3,2003
2003-03-31,-0.93,"Bovill",31,3,2003
2003-04-05,-0.75,"Bovill",5,4,2003
2003-04-10,-0.68,"Bovill",10,4,2003
2003-04-15,-0.629999999999999,"Bovill",15,4,2003
2003-04-20,-0.549999999999999,"Bovill",20,4,2003
2003-04-25,-0.6,"Bovill",25,4,2003
2003-04-30,-0.609999999999999,"Bovill",30,4,2003
2003-05-05,-0.609999999999999,"Bovill",5,5,2003
2003-05-10,-0.59,"Bovill",10,5,2003
2003-05-15,-0.56,"Bovill",15,5,2003
2003-05-20,1.32,"Bovill",20,5,2003
2003-05-25,1.33,"Bovill",25,5,2003
2003-05-30,1.34,"Bovill",30,5,2003
2003-06-04,1.3,"Bovill",4,6,2003
2003-06-09,1.23,"Bovill",9,6,2003
2003-06-14,1.14,"Bovill",14,6,2003
2003-06-19,1.03,"Bovill",19,6,2003
2003-06-24,0.93,"Bovill",24,6,2003
2003-06-29,0.81,"Bovill",29,6,2003
2003-07-04,0.68,"Bovill",4,7,2003
2003-07-09,0.59,"Bovill",9,7,2003
2003-07-14,-0.0899999999999999,"Bovill",14,7,2003
2003-07-19,-0.73,"Bovill",19,7,2003
2003-07-24,-0.83,"Bovill",24,7,2003
2003-07-29,-0.93,"Bovill",29,7,2003
2003-08-03,-1.02,"Bovill",3,8,2003
2003-08-08,-1.1,"Bovill",8,8,2003
2003-08-13,-1.17,"Bovill",13,8,2003
2003-08-18,-1.24,"Bovill",18,8,2003
2003-08-23,-1.31,"Bovill",23,8,2003
2003-08-28,-1.37,"Bovill",28,8,2003
2003-09-02,-1.45,"Bovill",2,9,2003
2003-09-07,-1.54,"Bovill",7,9,2003
2003-09-12,-1.51,"Bovill",12,9,2003
2003-09-17,-1.47,"Bovill",17,9,2003
2003-09-22,-1.44,"Bovill",22,9,2003
2003-09-27,-1.42,"Bovill",27,9,2003
2003-10-02,-1.41,"Bovill",2,10,2003
2003-10-07,-1.4,"Bovill",7,10,2003
2003-10-12,-1.49,"Bovill",12,10,2003
2003-10-17,-1.55,"Bovill",17,10,2003
2003-10-22,-1.62,"Bovill",22,10,2003
2003-10-27,-1.71,"Bovill",27,10,2003
2003-11-01,-1.76,"Bovill",1,11,2003
2003-11-06,-1.82,"Bovill",6,11,2003
2003-11-11,-1.86,"Bovill",11,11,2003
2003-11-16,-1.95,"Bovill",16,11,2003
2003-11-21,-2.01,"Bovill",21,11,2003
2003-11-26,-2.03,"Bovill",26,11,2003
2003-12-01,-2.04,"Bovill",1,12,2003
2003-12-06,-2.02,"Bovill",6,12,2003
2003-12-11,-2.03,"Bovill",11,12,2003
2003-12-16,-2.02,"Bovill",16,12,2003
2003-12-21,-2.02,"Bovill",21,12,2003
2003-12-26,-2.01,"Bovill",26,12,2003
2003-12-31,-2.02,"Bovill",31,12,2003
2004-01-05,-2.03,"Bovill",5,1,2004
2004-01-10,-2.01,"Bovill",10,1,2004
2004-01-15,-2.04,"Bovill",15,1,2004
2004-01-20,-2.08,"Bovill",20,1,2004
2004-01-25,-2.07,"Bovill",25,1,2004
2004-01-30,-1.92,"Bovill",30,1,2004
2004-02-04,-1.82,"Bovill",4,2,2004
2004-02-09,-1.72,"Bovill",9,2,2004
2004-02-14,-1.63,"Bovill",14,2,2004
2004-02-19,-1.49,"Bovill",19,2,2004
2004-02-24,-1.4,"Bovill",24,2,2004
2004-02-29,-1.44,"Bovill",29,2,2004
2004-03-05,-1.42,"Bovill",5,3,2004
2004-03-10,-1.42,"Bovill",10,3,2004
2004-03-15,-1.43,"Bovill",15,3,2004
2004-03-20,-1.52,"Bovill",20,3,2004
2004-03-25,-1.61,"Bovill",25,3,2004
2004-03-30,-1.71,"Bovill",30,3,2004
2004-04-04,-1.85,"Bovill",4,4,2004
2004-04-09,-2.02,"Bovill",9,4,2004
2004-04-14,-2.16,"Bovill",14,4,2004
2004-04-19,-2.23,"Bovill",19,4,2004
2004-04-24,-2.26,"Bovill",24,4,2004
2004-04-29,-2.31,"Bovill",29,4,2004
2004-05-04,-2.38,"Bovill",4,5,2004
2004-05-09,-2.44,"Bovill",9,5,2004
2004-05-14,-2.43,"Bovill",14,5,2004
2004-05-19,-2.35,"Bovill",19,5,2004
2004-05-24,-2.18,"Bovill",24,5,2004
2004-05-29,-1.91,"Bovill",29,5,2004
2004-06-03,-1.67,"Bovill",3,6,2004
2004-06-08,-1.42,"Bovill",8,6,2004
2004-06-13,-1.19,"Bovill",13,6,2004
2004-06-18,-1.04,"Bovill",18,6,2004
2004-06-23,-0.949999999999999,"Bovill",23,6,2004
2004-06-28,-0.94,"Bovill",28,6,2004
2004-07-03,-0.92,"Bovill",3,7,2004
2004-07-08,-0.91,"Bovill",8,7,2004
2004-07-13,-0.890000000000001,"Bovill",13,7,2004
2004-07-18,-0.84,"Bovill",18,7,2004
2004-07-23,-0.77,"Bovill",23,7,2004
2004-07-28,-0.73,"Bovill",28,7,2004
2004-08-02,-0.69,"Bovill",2,8,2004
2004-08-07,-0.629999999999999,"Bovill",7,8,2004
2004-08-12,-0.57,"Bovill",12,8,2004
2004-08-17,-0.539999999999999,"Bovill",17,8,2004
2004-08-22,1.24,"Bovill",22,8,2004
2004-08-27,1.48,"Bovill",27,8,2004
2004-09-01,1.72,"Bovill",1,9,2004
2004-09-06,1.95,"Bovill",6,9,2004
2004-09-11,2.17,"Bovill",11,9,2004
2004-09-16,2.44,"Bovill",16,9,2004
2004-09-21,2.69,"Bovill",21,9,2004
2004-09-26,2.72,"Bovill",26,9,2004
2004-10-01,2.73,"Bovill",1,10,2004
2004-10-06,2.72,"Bovill",6,10,2004
2004-10-11,2.74,"Bovill",11,10,2004
2004-10-16,2.72,"Bovill",16,10,2004
2004-10-21,2.72,"Bovill",21,10,2004
2004-10-26,2.73,"Bovill",26,10,2004
2004-10-31,2.72,"Bovill",31,10,2004
2004-11-05,2.73,"Bovill",5,11,2004
2004-11-10,2.69,"Bovill",10,11,2004
2004-11-15,2.61,"Bovill",15,11,2004
2004-11-20,2.49,"Bovill",20,11,2004
2004-11-25,2.43,"Bovill",25,11,2004
2004-11-30,2.36,"Bovill",30,11,2004
2004-12-05,2.28,"Bovill",5,12,2004
2004-12-10,2.26,"Bovill",10,12,2004
2004-12-15,2.26,"Bovill",15,12,2004
2004-12-20,2.25,"Bovill",20,12,2004
2004-12-25,2.16,"Bovill",25,12,2004
2004-12-30,2.07,"Bovill",30,12,2004
2005-01-05,1.98,"Bovill",5,1,2005
2005-01-10,1.82,"Bovill",10,1,2005
2005-01-15,1.7,"Bovill",15,1,2005
2005-01-20,1.68,"Bovill",20,1,2005
2005-01-25,1.65,"Bovill",25,1,2005
2005-01-30,1.57,"Bovill",30,1,2005
2005-02-04,1.47,"Bovill",4,2,2005
2005-02-09,1.35,"Bovill",9,2,2005
2005-02-14,1.24,"Bovill",14,2,2005
2005-02-19,1.03,"Bovill",19,2,2005
2005-02-24,0.83,"Bovill",24,2,2005
2005-03-01,0.620000000000001,"Bovill",1,3,2005
2005-03-06,-1.4,"Bovill",6,3,2005
2005-03-11,-1.57,"Bovill",11,3,2005
2005-03-16,-1.74,"Bovill",16,3,2005
2005-03-21,-1.87,"Bovill",21,3,2005
2005-03-26,-1.97,"Bovill",26,3,2005
2005-03-31,-1.94,"Bovill",31,3,2005
2005-04-05,-1.86,"Bovill",5,4,2005
2005-04-10,-1.78,"Bovill",10,4,2005
2005-04-15,-1.65,"Bovill",15,4,2005
2005-04-20,-1.49,"Bovill",20,4,2005
2005-04-25,-1.38,"Bovill",25,4,2005
2005-04-30,-1.41,"Bovill",30,4,2005
2005-05-05,-1.46,"Bovill",5,5,2005
2005-05-10,-1.34,"Bovill",10,5,2005
2005-05-15,-1.23,"Bovill",15,5,2005
2005-05-20,-1.09,"Bovill",20,5,2005
2005-05-25,-0.9,"Bovill",25,5,2005
2005-05-30,-0.76,"Bovill",30,5,2005
2005-06-04,-0.619999999999999,"Bovill",4,6,2005
2005-06-09,-0.59,"Bovill",9,6,2005
2005-06-14,-0.58,"Bovill",14,6,2005
2005-06-19,-0.6,"Bovill",19,6,2005
2005-06-24,-0.629999999999999,"Bovill",24,6,2005
2005-06-29,-0.609999999999999,"Bovill",29,6,2005
2005-07-04,-0.609999999999999,"Bovill",4,7,2005
2005-07-09,-0.58,"Bovill",9,7,2005
2005-07-14,-0.539999999999999,"Bovill",14,7,2005
2005-07-19,-0.529999999999999,"Bovill",19,7,2005
2005-07-24,-0.529999999999999,"Bovill",24,7,2005
2005-07-29,-0.52,"Bovill",29,7,2005
2005-08-03,-0.52,"Bovill",3,8,2005
2005-08-08,-0.539999999999999,"Bovill",8,8,2005
2005-08-13,-0.56,"Bovill",13,8,2005
2005-08-18,-0.59,"Bovill",18,8,2005
2005-08-23,-0.629999999999999,"Bovill",23,8,2005
2005-08-28,-0.709999999999999,"Bovill",28,8,2005
2005-09-02,-0.779999999999999,"Bovill",2,9,2005
2005-09-07,-0.869999999999999,"Bovill",7,9,2005
2005-09-12,-0.949999999999999,"Bovill",12,9,2005
2005-09-17,-1.03,"Bovill",17,9,2005
2005-09-22,-1.1,"Bovill",22,9,2005
2005-09-27,-1.17,"Bovill",27,9,2005
2005-10-02,-1.08,"Bovill",2,10,2005
2005-10-07,-0.98,"Bovill",7,10,2005
2005-10-12,-0.879999999999999,"Bovill",12,10,2005
2005-10-17,-0.81,"Bovill",17,10,2005
2005-10-22,-0.75,"Bovill",22,10,2005
2005-10-27,-0.68,"Bovill",27,10,2005
2005-11-01,-0.69,"Bovill",1,11,2005
2005-11-06,-0.699999999999999,"Bovill",6,11,2005
2005-11-11,-0.709999999999999,"Bovill",11,11,2005
2005-11-16,-0.69,"Bovill",16,11,2005
2005-11-21,-0.69,"Bovill",21,11,2005
2005-11-26,-0.709999999999999,"Bovill",26,11,2005
2005-12-01,-0.789999999999999,"Bovill",1,12,2005
2005-12-06,-0.859999999999999,"Bovill",6,12,2005
2005-12-11,-0.949999999999999,"Bovill",11,12,2005
2005-12-16,-1.05,"Bovill",16,12,2005
2005-12-21,-1.13,"Bovill",21,12,2005
2005-12-26,-1.15,"Bovill",26,12,2005
2005-12-31,-1.19,"Bovill",31,12,2005
2006-01-05,-1.23,"Bovill",5,1,2006
2006-01-10,-1.15,"Bovill",10,1,2006
2006-01-15,-1.01,"Bovill",15,1,2006
2006-01-20,-0.789999999999999,"Bovill",20,1,2006
2006-01-25,-0.609999999999999,"Bovill",25,1,2006
2006-01-30,0.210000000000001,"Bovill",30,1,2006
2006-02-04,0.92,"Bovill",4,2,2006
2006-02-09,1.01,"Bovill",9,2,2006
2006-02-14,1.02,"Bovill",14,2,2006
2006-02-19,0.9,"Bovill",19,2,2006
2006-02-24,0.81,"Bovill",24,2,2006
2006-03-01,0.700000000000001,"Bovill",1,3,2006
2006-03-06,0.56,"Bovill",6,3,2006
2006-03-11,-0.0800000000000001,"Bovill",11,3,2006
2006-03-16,-0.52,"Bovill",16,3,2006
2006-03-21,-0.549999999999999,"Bovill",21,3,2006
2006-03-26,-0.549999999999999,"Bovill",26,3,2006
2006-03-31,-0.59,"Bovill",31,3,2006
2006-04-05,-0.609999999999999,"Bovill",5,4,2006
2006-04-10,-0.609999999999999,"Bovill",10,4,2006
2006-04-15,-0.549999999999999,"Bovill",15,4,2006
2006-04-20,0.0800000000000001,"Bovill",20,4,2006
2006-04-25,0.0199999999999996,"Bovill",25,4,2006
2006-04-30,0.0199999999999996,"Bovill",30,4,2006
2006-05-05,-0.0299999999999994,"Bovill",5,5,2006
2006-05-10,-0.0399999999999991,"Bovill",10,5,2006
2006-05-15,-0.0999999999999996,"Bovill",15,5,2006
2006-05-20,-0.129999999999999,"Bovill",20,5,2006
2006-05-25,-0.0899999999999999,"Bovill",25,5,2006
2006-05-30,-0.0199999999999996,"Bovill",30,5,2006
2006-06-04,0.0300000000000011,"Bovill",4,6,2006
2006-06-09,0,"Bovill",9,6,2006
2006-06-14,0.0800000000000001,"Bovill",14,6,2006
2006-06-19,0.0700000000000003,"Bovill",19,6,2006
2006-06-24,0.0600000000000005,"Bovill",24,6,2006
2006-06-29,0.0400000000000009,"Bovill",29,6,2006
2006-07-04,-0.00999999999999979,"Bovill",4,7,2006
2006-07-09,-0.00999999999999979,"Bovill",9,7,2006
2006-07-14,-0.0800000000000001,"Bovill",14,7,2006
2006-07-19,-0.0800000000000001,"Bovill",19,7,2006
2006-07-24,-0.0600000000000005,"Bovill",24,7,2006
2006-07-29,-0.0600000000000005,"Bovill",29,7,2006
2006-08-03,-0.0700000000000003,"Bovill",3,8,2006
2006-08-08,-0.52,"Bovill",8,8,2006
2006-08-13,-0.609999999999999,"Bovill",13,8,2006
2006-08-18,-0.69,"Bovill",18,8,2006
2006-08-23,-0.77,"Bovill",23,8,2006
2006-08-28,-0.84,"Bovill",28,8,2006
2006-09-02,-0.9,"Bovill",2,9,2006
2006-09-07,-0.969999999999999,"Bovill",7,9,2006
2006-09-12,-1.07,"Bovill",12,9,2006
2006-09-17,-1.15,"Bovill",17,9,2006
2006-09-22,-1.11,"Bovill",22,9,2006
2006-09-27,-1.07,"Bovill",27,9,2006
2006-10-02,-1.06,"Bovill",2,10,2006
2006-10-07,-1.03,"Bovill",7,10,2006
2006-10-12,-1.02,"Bovill",12,10,2006
2006-10-17,-0.959999999999999,"Bovill",17,10,2006
2006-10-22,-1,"Bovill",22,10,2006
2006-10-27,-1.05,"Bovill",27,10,2006
2006-11-01,-1.11,"Bovill",1,11,2006
2006-11-06,-1,"Bovill",6,11,2006
2006-11-11,-0.76,"Bovill",11,11,2006
2006-11-16,0.23,"Bovill",16,11,2006
2006-11-21,0.74,"Bovill",21,11,2006
2006-11-26,1,"Bovill",26,11,2006
2006-12-01,1.24,"Bovill",1,12,2006
2006-12-06,1.39,"Bovill",6,12,2006
2006-12-11,1.47,"Bovill",11,12,2006
2006-12-16,1.54,"Bovill",16,12,2006
2006-12-21,1.59,"Bovill",21,12,2006
2006-12-26,1.65,"Bovill",26,12,2006
2006-12-31,1.66,"Bovill",31,12,2006
2007-01-05,1.75,"Bovill",5,1,2007
2007-01-10,1.88,"Bovill",10,1,2007
2007-01-15,1.93,"Bovill",15,1,2007
2007-01-20,2,"Bovill",20,1,2007
2007-01-25,1.98,"Bovill",25,1,2007
2007-01-30,1.95,"Bovill",30,1,2007
2007-02-04,1.85,"Bovill",4,2,2007
2007-02-09,1.68,"Bovill",9,2,2007
2007-02-14,1.52,"Bovill",14,2,2007
2007-02-19,1.41,"Bovill",19,2,2007
2007-02-24,1.35,"Bovill",24,2,2007
2007-03-01,1.32,"Bovill",1,3,2007
2007-03-06,1.29,"Bovill",6,3,2007
2007-03-11,1.29,"Bovill",11,3,2007
2007-03-16,1.28,"Bovill",16,3,2007
2007-03-21,1.21,"Bovill",21,3,2007
2007-03-26,1.13,"Bovill",26,3,2007
2007-03-31,1.04,"Bovill",31,3,2007
2007-04-05,0.950000000000001,"Bovill",5,4,2007
2007-04-10,0.85,"Bovill",10,4,2007
2007-04-15,0.76,"Bovill",15,4,2007
2007-04-20,0.710000000000001,"Bovill",20,4,2007
2007-04-25,0.620000000000001,"Bovill",25,4,2007
2007-04-30,-0.0999999999999996,"Bovill",30,4,2007
2007-05-05,-0.969999999999999,"Bovill",5,5,2007
2007-05-10,-1.04,"Bovill",10,5,2007
2007-05-15,-1.13,"Bovill",15,5,2007
2007-05-20,-1.25,"Bovill",20,5,2007
2007-05-25,-1.36,"Bovill",25,5,2007
2007-05-30,-1.46,"Bovill",30,5,2007
2007-06-04,-1.59,"Bovill",4,6,2007
2007-06-09,-1.69,"Bovill",9,6,2007
2007-06-14,-1.77,"Bovill",14,6,2007
2007-06-19,-1.82,"Bovill",19,6,2007
2007-06-24,-1.91,"Bovill",24,6,2007
2007-06-29,-2,"Bovill",29,6,2007
2007-07-04,-2.08,"Bovill",4,7,2007
